,Game,Date,Home,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,NumPlayers,Thr,OppStart,Unnamed: 0,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,firstInit
420,37,May 11,False,ARI,"W,6-2",38,33,6,8,1,0,1,6,3,0,3,1,0,1,0,1,1,1,0.242,0.321,0.424,0.745,5,9,L,T.Henry(56),274,104.0,4.88,1.36,8.7,1.2,3.5,6.5,1.83,T
421,38,May 12,False,ARI,"L,5-7",40,37,5,11,4,0,2,5,2,0,7,1,0,0,0,0,0,0,0.244,0.322,0.428,0.75,8,14,R,R.Nelson(37),272,81.0,5.07,1.424,9.9,1.5,2.9,6.0,2.09,R
422,39,May 13,False,ARI,"L,2-7",35,32,2,7,2,0,0,2,2,0,7,0,0,1,0,0,0,1,0.243,0.32,0.425,0.745,6,10,R,Z.Gallen(65),270,124.0,3.26,1.119,8.1,0.9,2.0,9.4,4.68,Z
423,40,May 14,False,ARI,"L,1-2",33,30,1,3,2,0,1,1,3,0,12,0,0,0,0,0,0,0,0.24,0.317,0.421,0.738,5,9,R,B.Pfaadt(63),273,75.0,5.18,1.406,10.2,2.1,2.4,8.8,3.62,B
424,41,May 15,True,PHI,"W,6-3",37,34,6,10,2,1,1,6,2,0,8,0,0,1,0,0,0,0,0.241,0.317,0.423,0.741,7,10,R,C.Brogdon(48),3156,109.0,5.15,1.448,9.0,1.6,4.0,8.1,2.0,C
425,42,May 16,True,PHI,"W,4-3",35,34,4,10,1,0,0,4,1,0,11,0,0,0,0,0,0,0,0.242,0.317,0.421,0.738,7,10,R,Z.Wheeler(45),3141,120.0,3.15,1.078,7.9,0.9,1.8,9.9,5.44,Z
426,43,May 17,True,PHI,"W,7-4",41,35,7,11,0,0,0,7,5,0,8,1,0,0,0,0,0,0,0.244,0.32,0.418,0.738,10,13,R,T.Walker(27),3142,99.0,4.53,1.309,8.1,1.0,3.7,7.2,1.94,T
427,44,May 19,True,MIA,"W,4-3",34,27,4,5,1,0,0,4,5,1,8,0,0,2,0,0,0,0,0.243,0.319,0.415,0.734,6,12,R,S.Alcántara(45),1754,111.0,4.03,1.213,8.6,1.1,2.3,7.4,3.15,S
428,45,May 20,True,MIA,"L,0-1",31,29,0,3,0,0,0,0,1,0,10,0,0,0,0,1,1,0,0.24,0.316,0.409,0.725,4,9,L,B.Garrett(78),1756,126.0,3.68,1.146,8.7,1.1,1.6,8.8,5.38,B
429,46,May 21,True,MIA,"W,7-5",35,32,7,9,3,0,2,7,2,0,10,0,1,0,0,0,2,0,0.241,0.316,0.412,0.728,4,10,L,J.Luzardo(38),1755,129.0,3.55,1.215,8.2,1.1,2.8,10.5,3.78,J
430,47,May 22,False,MIN,"W,4-1",38,33,4,5,3,0,1,4,5,0,10,0,0,0,2,0,0,0,0.239,0.315,0.41,0.725,7,11,R,B.Ober(44),2527,125.0,3.96,1.067,7.8,1.4,1.8,9.1,5.03,B
431,48,May 23,False,MIN,"W,4-3",41,37,4,10,3,0,1,4,4,0,12,0,0,0,0,0,0,0,0.24,0.315,0.411,0.726,10,12,R,S.Gray(51),2525,154.0,2.83,1.147,7.6,0.4,2.7,9.0,3.33,S
432,49,May 24,False,MIN,"L,1-7",43,39,1,10,4,0,0,1,4,0,14,0,0,0,1,0,0,0,0.24,0.316,0.41,0.725,15,10,R,J.Ryan(53),2526,95.0,4.13,1.169,8.6,1.8,1.9,11.0,5.79,J
433,50,May 25,False,MIL,"W,5-0",41,38,5,11,2,0,1,5,2,0,11,1,0,0,0,0,4,0,0.242,0.316,0.41,0.726,9,10,R,J.Teherán(59),2365,100.0,4.93,1.13,8.5,1.6,1.6,6.3,3.85,J
434,51,May 26,False,MIL,"W,15-1",49,48,15,19,6,0,3,15,1,0,13,0,0,0,1,0,0,0,0.246,0.319,0.418,0.737,7,10,R,F.Peralta(16),2361,114.0,3.85,1.117,7.1,1.4,2.9,11.4,3.89,F
435,52,May 27,False,MIL,"W,3-1",36,32,3,6,0,0,1,3,3,0,12,0,0,1,0,0,0,0,0.245,0.317,0.416,0.733,6,9,R,C.Burnes(70),2360,129.0,3.81,1.069,6.6,1.0,3.1,9.3,3.03,C
436,53,May 28,False,MIL,"L,5-7",36,32,5,7,1,0,2,5,1,0,11,1,1,1,0,0,0,0,0.244,0.316,0.416,0.732,4,11,R,C.Rea(52),2362,97.0,4.9,1.187,7.9,1.7,2.7,7.9,2.89,C
437,54,May 29,True,PIT,"W,14-4",47,43,14,18,6,0,2,14,4,0,3,0,0,0,1,0,2,0,0.248,0.32,0.423,0.742,9,11,L,R.Hill(32),3292,93.0,4.43,1.479,9.8,1.1,3.6,7.9,2.21,R
438,55,May 30,True,PIT,"L,1-2",37,30,1,5,1,0,0,1,7,0,9,0,0,0,0,1,0,0,0.247,0.32,0.419,0.739,9,12,R,J.Oviedo(53),3291,103.0,4.49,1.373,8.2,1.0,4.2,8.0,1.9,J
439,56,May 31,True,PIT,"L,4-9",37,35,4,12,1,1,0,3,1,0,11,0,0,1,0,3,0,0,0.249,0.32,0.419,0.74,6,10,R,M.Keller(43),3290,105.0,3.8,1.245,8.7,1.2,2.5,9.7,3.82,M
440,57,Jun 2,True,BAL,"L,2-3",34,30,2,6,3,0,1,2,3,0,12,1,0,0,0,2,0,0,0.248,0.32,0.419,0.739,5,12,R,D.Kremer(58),589,99.0,4.51,1.309,8.9,1.4,2.9,8.2,2.85,D
441,58,Jun 3,True,BAL,"W,4-0",39,35,4,10,4,0,0,4,4,0,11,0,0,0,0,0,0,0,0.249,0.321,0.419,0.739,11,11,R,K.Bradish(40),590,144.0,3.27,1.043,7.0,0.7,2.3,9.0,3.82,K
442,59,Jun 4,True,BAL,"L,3-8",34,31,3,5,1,0,1,3,3,0,11,0,0,0,0,1,0,0,0.247,0.319,0.417,0.736,4,9,R,T.Wells(59),592,112.0,4.98,0.986,6.3,1.9,2.6,8.9,3.44,T
443,60,Jun 6,False,COL,"W,10-4",52,39,10,14,8,1,0,10,11,0,16,1,0,1,0,0,0,0,0.25,0.323,0.42,0.744,15,11,R,D.Lamet(37),1476,43.0,6.57,2.338,13.3,2.1,7.7,10.9,1.41,D
444,61,Jun 7,False,COL,"W,5-4",40,34,5,8,0,0,0,5,3,0,7,2,1,0,0,1,0,0,0.249,0.324,0.417,0.741,8,13,R,C.Seabold(62),1468,65.0,5.75,1.649,12.0,2.0,2.9,6.9,2.39,C
445,62,Jun 8,False,COL,"W,6-4",40,34,6,9,1,1,2,6,5,0,10,0,0,1,0,0,1,0,0.25,0.324,0.419,0.743,7,11,R,C.Anderson(50),1460,86.0,5.89,1.475,9.7,1.9,3.5,6.9,1.94,C
446,63,Jun 9,True,CHC,"L,2-3",36,32,2,7,2,0,0,2,4,0,9,0,0,0,0,2,0,0,0.249,0.324,0.417,0.741,7,11,R,M.Stroman(55),915,112.0,3.58,1.259,7.9,0.6,3.4,7.8,2.29,M
447,64,Jun 10,True,CHC,"L,0-4",29,28,0,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0.246,0.321,0.413,0.733,2,9,R,K.Hendricks(82),914,119.0,3.81,1.204,9.1,0.9,1.8,6.1,3.44,K
448,65,Jun 11,True,CHC,"W,13-3",44,37,13,15,3,0,4,13,5,0,6,1,0,1,0,1,0,0,0.249,0.324,0.419,0.743,7,9,R,H.Wesneski(34),922,96.0,5.48,1.276,8.3,2.0,3.2,8.4,2.59,H
449,66,Jun 12,False,STL,"W,4-3",42,38,4,12,3,0,0,4,3,0,6,1,0,0,0,0,0,1,0.25,0.324,0.419,0.743,11,10,L,M.Liberatore(53),3878,84.0,4.28,1.476,9.6,0.7,3.6,6.7,1.84,M
450,67,Jun 13,False,STL,"W,11-3",51,41,11,17,4,0,2,11,7,0,8,1,1,1,0,0,0,0,0.253,0.328,0.423,0.751,13,12,R,J.Flaherty(19),3868,99.0,4.2,1.55,9.5,0.8,4.4,8.7,1.96,J
451,68,Jun 14,False,STL,"W,8-5",43,40,8,11,1,0,1,8,3,0,14,0,0,0,0,1,1,0,0.253,0.328,0.422,0.75,6,15,L,J.Montgomery(52),3867,128.0,3.73,1.248,8.6,0.9,2.6,8.0,3.09,J
452,69,Jun 16,False,LAD,"W,7-5",48,39,7,8,0,0,1,7,6,1,8,2,0,1,0,1,1,0,0.253,0.328,0.42,0.748,10,12,R,E.Sheehan(73),2206,89.0,4.85,1.193,6.9,1.6,3.9,9.5,2.46,E
453,70,Jun 17,False,LAD,"W,15-0",49,43,15,16,3,0,2,14,5,0,10,1,0,0,1,1,1,0,0.255,0.33,0.423,0.753,7,12,R,B.Miller(29),2195,116.0,3.51,1.102,7.6,0.9,2.3,8.6,3.72,B
454,71,Jun 18,False,LAD,"W,7-3",40,34,7,8,3,0,0,7,3,1,11,2,0,1,0,0,1,0,0.254,0.33,0.422,0.752,6,11,R,T.Gonsolin(33),2197,87.0,5.43,1.223,7.5,1.7,3.5,7.2,2.05,T
455,72,Jun 19,True,SDP,"W,7-4",41,32,7,6,0,0,3,6,7,1,4,0,1,1,0,0,0,0,0.254,0.33,0.422,0.752,7,13,R,M.Wacha(54),3435,131.0,3.89,1.161,7.6,1.0,2.9,8.3,2.88,M
456,73,Jun 20,True,SDP,"W,4-3",37,32,4,8,2,0,1,3,5,0,6,0,0,0,0,2,0,0,0.254,0.33,0.422,0.752,7,11,R,S.Lugo(61),3433,118.0,3.83,1.203,8.6,1.2,2.2,8.6,3.89,S
457,74,Jun 21,True,SDP,"W,4-2",33,29,4,8,1,0,0,4,3,0,8,0,0,1,0,2,1,0,0.254,0.33,0.421,0.751,5,11,R,Y.Darvish(46),3434,93.0,4.03,1.298,8.8,1.2,2.8,9.3,3.28,Y
458,75,Jun 22,True,SDP,"L,0-10",30,30,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0.252,0.328,0.417,0.745,3,11,L,B.Snell(77),3432,187.0,3.44,1.189,5.8,0.8,5.0,11.7,2.36,B
459,76,Jun 23,True,ARI,"W,8-5",39,35,8,12,4,0,1,8,4,0,7,0,0,0,0,1,0,0,0.253,0.329,0.419,0.748,7,10,R,Z.Davies(24),275,62.0,4.58,1.664,10.7,1.1,4.3,7.9,1.85,Z
460,77,Jun 24,True,ARI,"W,7-6",36,32,7,10,2,1,1,7,2,0,7,1,0,1,1,1,0,0,0.254,0.329,0.42,0.749,5,11,R,M.Kelly(23),271,131.0,3.85,1.193,7.2,1.0,3.5,9.5,2.71,M
461,78,Jun 25,True,ARI,"L,2-5",38,33,2,6,1,0,0,2,5,0,9,0,0,0,0,0,0,0,0.253,0.329,0.417,0.746,9,10,R,R.Nelson(71),272,81.0,5.07,1.424,9.9,1.5,2.9,6.0,2.09,R
462,79,Jun 27,False,TOR,"W,3-0",34,32,3,6,2,0,0,3,2,0,13,0,0,0,0,1,1,0,0.252,0.328,0.415,0.743,4,10,R,K.Gausman(73),4331,136.0,2.97,1.178,7.9,0.9,2.7,11.5,4.31,K
463,80,Jun 28,False,TOR,"L,1-6",33,32,1,6,1,0,1,1,1,0,9,0,0,0,0,1,0,0,0.252,0.327,0.414,0.741,5,10,R,T.Richards(61),4336,87.0,4.22,1.349,7.8,1.6,4.3,13.0,3.0,T
464,81,Jun 29,False,TOR,"L,1-2",36,32,1,5,1,0,0,1,3,0,14,1,0,0,1,0,0,1,0.25,0.326,0.412,0.737,8,11,R,C.Bassitt(75),4329,119.0,4.28,1.175,7.9,1.3,2.7,8.4,3.15,C
465,82,Jun 30,False,NYM,"W,5-4",40,35,5,8,0,0,2,5,5,1,11,0,0,0,1,1,1,0,0.25,0.326,0.411,0.737,8,12,R,C.Carrasco(52),2683,61.0,5.86,1.7,11.5,1.8,3.8,6.6,1.74,C
466,83,Jul 1,False,NYM,"L,1-4",32,30,1,5,1,0,0,0,2,0,7,0,0,0,0,2,0,0,0.249,0.325,0.409,0.734,4,9,R,J.Verlander(70),2682,133.0,3.8,1.145,7.3,0.9,3.0,7.7,2.61,J
467,84,Jul 2,False,NYM,"L,4-8",43,33,4,8,2,0,1,4,7,1,13,3,0,0,0,1,1,1,0.249,0.326,0.409,0.735,12,12,L,D.Peterson(52),2680,83.0,4.34,1.568,10.1,1.3,4.1,10.4,2.56,D
468,85,Jul 3,True,SEA,"L,5-6",36,34,5,7,2,0,2,5,2,0,11,0,0,0,0,0,0,0,0.249,0.325,0.409,0.734,4,11,R,B.Woo(63),3582,95.0,4.36,1.209,7.7,1.3,3.2,9.5,3.0,B
469,86,Jul 4,True,SEA,"L,0-6",32,32,0,5,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0.248,0.323,0.407,0.73,5,9,R,L.Gilbert(84),3580,107.0,3.85,1.075,8.0,1.4,1.7,8.9,5.25,L
470,87,Jul 5,True,SEA,"W,2-0",37,31,2,8,1,1,0,1,4,0,5,1,0,1,1,1,0,0,0.248,0.324,0.406,0.73,11,11,L,T.Milone(45),3602,208.0,6.03,1.444,7.0,1.0,6.0,3.0,0.5,T
471,88,Jul 7,True,COL,"L,2-5",31,29,2,5,0,0,1,2,0,0,1,1,1,0,0,1,0,0,0.247,0.323,0.405,0.728,2,12,L,A.Gomber(55),1459,89.0,5.43,1.489,10.6,1.7,2.8,5.6,2.02,A
472,89,Jul 8,True,COL,"W,5-3",35,34,5,11,3,0,2,5,1,0,7,0,0,0,0,1,0,0,0.248,0.323,0.407,0.73,6,13,R,C.Seabold(37),1468,65.0,5.75,1.649,12.0,2.0,2.9,6.9,2.39,C
473,90,Jul 9,True,COL,"W,1-0",32,28,1,7,0,0,1,1,3,0,1,0,1,0,0,2,0,0,0.248,0.323,0.407,0.73,7,10,L,K.Freeland(52),1458,98.0,5.3,1.471,10.8,1.7,2.4,5.4,2.24,K
474,91,Jul 14,False,PIT,"W,6-4",41,37,6,10,3,0,0,5,3,0,5,1,0,0,1,0,3,1,0.248,0.323,0.406,0.729,8,11,L,R.Hill(46),3292,93.0,4.43,1.479,9.8,1.1,3.6,7.9,2.21,R
475,92,Jul 15,False,PIT,"W,3-1",36,30,3,3,0,0,1,2,4,0,15,2,0,0,0,0,0,0,0.247,0.322,0.404,0.726,6,12,R,J.Oviedo(78),3291,103.0,4.49,1.373,8.2,1.0,4.2,8.0,1.9,J
476,93,Jul 16,False,PIT,"W,8-4",44,37,8,9,2,0,0,7,5,1,12,1,0,1,0,0,1,0,0.247,0.323,0.403,0.725,7,13,R,O.Bido(39),3300,76.0,4.1,1.5,9.8,0.7,3.7,8.5,2.29,O
477,94,Jul 17 susp,False,CIN,"W,4-2",41,36,4,6,4,0,2,4,4,0,8,1,0,0,0,1,0,0,0.246,0.322,0.403,0.725,8,12,L,B.Williamson(56),1201,103.0,4.63,1.282,8.5,1.4,3.0,7.5,2.51,B
478,95,Jul 18,False,CIN,"W,11-10",46,37,11,11,1,0,2,11,8,0,14,0,0,1,0,0,0,0,0.246,0.323,0.404,0.727,8,14,R,L.Weaver(39),1204,67.0,5.86,1.639,11.6,2.2,3.2,7.9,2.5,L
479,96,Jul 19,False,CIN,"L,2-3",35,31,2,6,1,0,1,1,2,0,7,2,0,0,0,1,0,1,0.246,0.323,0.404,0.726,6,9,R,G.Ashcraft(55),1200,97.0,5.06,1.373,9.1,1.4,3.2,6.9,2.13,G
480,97,Jul 20,False,CIN,"L,1-5",30,28,1,2,1,0,1,1,2,0,8,0,0,0,0,0,0,0,0.244,0.321,0.402,0.723,2,9,L,A.Abbott(84),1203,119.0,4.2,1.317,8.2,1.3,3.6,9.9,2.73,A
481,98,Jul 21,False,WSN,"L,3-5",33,31,3,5,0,0,2,3,2,0,12,0,0,0,0,1,0,0,0.244,0.32,0.402,0.722,3,13,R,J.Irvin(60),4477,92.0,5.3,1.421,8.8,1.5,4.0,7.4,1.83,J
482,99,Jul 22,False,WSN,"L,1-10",33,29,1,5,2,0,0,1,3,0,6,0,0,1,0,2,1,0,0.243,0.32,0.4,0.72,5,10,R,J.Gray(66),4474,109.0,4.93,1.459,8.6,1.2,4.5,8.1,1.79,J
483,100,Jul 23,False,WSN,"L,1-6",35,30,1,6,1,0,1,1,5,0,9,0,0,0,0,2,0,0,0.243,0.319,0.4,0.719,7,11,L,M.Gore(65),4476,96.0,4.89,1.401,8.8,1.8,3.8,10.0,2.65,M
484,101,Jul 24,False,DET,"L,1-5",32,31,1,4,0,0,1,1,1,0,15,0,0,0,0,0,0,0,0.242,0.318,0.398,0.716,4,12,L,T.Skubal(72),1605,157.0,2.0,0.896,6.5,0.4,1.6,11.4,7.29,T
485,102,Jul 25,True,OAK,"W,2-1",33,28,2,4,2,0,0,2,4,1,10,0,0,1,0,0,0,0,0.241,0.317,0.396,0.714,7,10,R,T.Scott(53),3008,130.0,5.88,1.625,12.4,2.3,2.3,7.9,3.5,T
486,103,Jul 26,True,OAK,"W,8-3",35,32,8,9,5,0,2,8,3,0,10,0,0,0,0,0,0,0,0.241,0.318,0.399,0.716,3,12,R,F.Tarnok(43),3000,88.0,7.14,1.5,6.8,2.5,6.8,8.6,1.27,F
487,104,Jul 28,True,BOS,"L,2-3",34,33,2,6,0,0,1,2,1,0,13,0,0,0,0,0,0,0,0.241,0.317,0.397,0.714,5,11,R,K.Crawford(65),746,113.0,3.83,1.106,7.4,1.2,2.5,9.4,3.75,K
488,105,Jul 29,True,BOS,"W,3-2",39,33,3,11,3,0,1,3,4,1,8,1,1,0,0,1,0,0,0.242,0.318,0.398,0.716,12,9,L,J.Paxton(50),749,101.0,4.68,1.313,8.7,1.7,3.1,9.5,3.06,J
489,106,Jul 30,True,BOS,"W,4-3",46,40,4,11,2,0,0,4,3,2,6,3,0,0,0,1,0,0,0.242,0.318,0.398,0.716,14,13,L,B.Bernardino(48),753,143.0,3.41,1.303,8.5,0.7,3.2,10.3,3.22,B
490,107,Jul 31,True,ARI,"L,3-4",42,36,3,5,1,0,1,2,5,0,6,0,0,1,0,1,0,0,0.241,0.317,0.396,0.714,8,11,R,R.Nelson(54),272,81.0,5.07,1.424,9.9,1.5,2.9,6.0,2.09,R
491,108,Aug 1,True,ARI,"W,4-3",34,31,4,9,1,0,2,4,2,0,8,1,0,0,0,2,0,0,0.241,0.318,0.397,0.715,6,10,R,Z.Gallen(51),270,124.0,3.26,1.119,8.1,0.9,2.0,9.4,4.68,Z
492,109,Aug 2,True,ARI,"W,4-2",35,34,4,10,3,1,0,4,1,0,5,0,0,0,1,1,0,0,0.242,0.318,0.398,0.715,7,12,R,S.Cecconi(49),286,100.0,4.37,1.148,9.0,1.3,1.3,6.7,5.0,S
493,110,Aug 3,True,ARI,"W,1-0",27,25,1,2,0,0,1,1,1,0,8,0,1,0,0,0,0,0,0.241,0.316,0.396,0.713,2,10,R,B.Pfaadt(75),273,75.0,5.18,1.406,10.2,2.1,2.4,8.8,3.62,B
494,111,Aug 5,False,OAK,"L,1-2",35,28,1,3,0,0,0,1,5,0,10,0,0,1,0,0,0,0,0.24,0.316,0.394,0.71,7,9,R,P.Blackburn(72),2978,95.0,3.96,1.543,10.2,1.0,3.7,9.0,2.42,P
495,112,Aug 6,False,OAK,"L,6-8",44,37,6,9,0,0,0,6,7,0,13,0,0,0,1,0,0,0,0.24,0.316,0.393,0.709,11,11,R,L.Medina(34),2977,78.0,4.76,1.514,8.9,1.1,4.7,8.7,1.86,L
496,113,Aug 7,False,LAA,"W,8-3",41,37,8,11,3,0,1,8,3,1,12,0,1,0,1,1,0,0,0.24,0.317,0.393,0.71,6,12,L,P.Sandoval(63),102,109.0,4.18,1.514,9.0,0.7,4.6,8.0,1.73,P
497,114,Aug 8,False,LAA,"L,5-7",36,32,5,5,0,0,1,5,3,0,8,1,0,0,0,0,0,0,0.24,0.316,0.392,0.708,4,13,R,L.Giolito(58),116,65.0,6.81,1.469,9.1,2.8,4.1,9.4,2.27,L
498,115,Aug 9,False,LAA,"L,1-4",38,31,1,5,1,0,0,1,6,0,6,0,0,1,0,1,0,0,0.239,0.316,0.39,0.706,10,11,R,S.Ohtani(66),104,142.0,4.0,1.061,5.8,1.2,3.8,11.4,3.04,S
499,116,Aug 11,True,TEX,"L,1-2",31,30,1,3,1,0,0,1,1,0,10,0,0,0,0,0,0,0,0.238,0.315,0.389,0.703,3,12,R,J.Gray(80),4173,103.0,4.47,1.29,8.5,1.3,3.1,8.1,2.63,J
500,117,Aug 12,True,TEX,"L,3-9",38,34,3,9,1,0,2,3,4,0,4,0,0,0,0,2,0,0,0.238,0.315,0.389,0.704,8,11,L,A.Heaney(43),4174,102.0,4.66,1.378,8.7,1.4,3.7,9.2,2.52,A
501,118,Aug 13,True,TEX,"W,3-2",40,39,3,10,2,0,2,3,1,1,17,0,0,0,0,0,0,0,0.238,0.314,0.39,0.704,9,13,R,D.Dunning(71),4172,115.0,4.27,1.263,8.5,1.0,2.9,7.3,2.55,D
502,119,Aug 14,True,TBR,"L,2-10",37,33,2,6,1,0,0,2,3,0,9,1,0,0,1,1,0,0,0.238,0.314,0.388,0.702,8,12,R,T.Glasnow(66),4022,117.0,2.91,1.083,7.0,1.0,2.8,12.2,4.38,T
503,120,Aug 15,True,TBR,"W,7-0",35,34,7,9,1,0,2,5,1,0,6,0,0,0,1,0,0,0,0.238,0.314,0.389,0.703,4,12,R,Z.Littell(60),4025,105.0,3.99,1.149,9.4,1.3,0.9,7.4,8.0,Z
504,121,Aug 16,True,TBR,"L,1-6",34,31,1,8,1,0,0,1,3,0,7,0,0,0,0,4,0,0,0.238,0.314,0.388,0.702,6,11,R,A.Civale(66),4034,77.0,3.63,1.368,10.1,1.4,2.2,11.5,5.27,A
505,122,Aug 18,False,ATL,"L,0-4",31,28,0,2,0,0,0,0,1,0,13,2,0,0,0,1,0,0,0.237,0.313,0.386,0.699,4,11,R,S.Strider(84),424,114.0,2.85,1.093,7.0,1.1,2.8,13.5,4.84,S
506,123,Aug 19,False,ATL,"L,5-6",37,34,5,11,1,0,1,4,2,0,11,0,0,1,0,3,0,0,0.238,0.313,0.387,0.7,5,12,R,Y.Chirinos(35),444,48.0,5.27,1.791,13.3,2.0,2.8,8.9,3.14,Y
507,124,Aug 20,False,ATL,"W,4-3",43,37,4,10,1,0,2,4,4,0,12,2,0,0,0,0,0,0,0.238,0.314,0.387,0.701,12,12,L,M.Fried(44),427,173.0,3.14,1.133,8.1,0.8,2.1,9.3,4.44,M
508,125,Aug 21,False,PHI,"L,4-10",36,32,4,9,0,0,2,4,3,0,7,1,0,0,0,2,0,0,0.238,0.314,0.388,0.702,5,13,R,A.Nola(59),3140,97.0,4.03,1.151,8.3,1.5,2.1,9.4,4.49,A
509,126,Aug 22,False,PHI,"L,3-4",39,35,3,8,3,0,0,3,4,0,12,0,0,0,1,0,0,0,0.238,0.314,0.387,0.701,9,13,R,T.Walker(50),3142,99.0,4.53,1.309,8.1,1.0,3.7,7.2,1.94,T
510,127,Aug 23,False,PHI,"W,8-6",47,41,8,14,1,0,2,8,4,0,8,1,0,1,0,1,1,0,0.239,0.315,0.389,0.703,10,12,R,M.Lorenzen(38),3150,79.0,5.81,1.458,9.3,1.7,3.8,5.3,1.4,M
511,128,Aug 25,True,ATL,"L,1-5",34,33,1,6,1,1,0,1,1,0,11,0,0,0,0,0,0,0,0.239,0.314,0.388,0.702,6,9,R,S.Strider(75),424,114.0,2.85,1.093,7.0,1.1,2.8,13.5,4.84,S
512,129,Aug 26,True,ATL,"L,3-7",37,35,3,8,2,0,1,3,2,0,10,0,0,0,0,0,0,0,0.239,0.314,0.388,0.701,7,11,L,M.Fried(58),427,173.0,3.14,1.133,8.1,0.8,2.1,9.3,4.44,M
513,130,Aug 27,True,ATL,"W,8-5",38,31,8,8,2,0,1,8,6,1,8,0,1,0,0,0,0,0,0.239,0.314,0.388,0.702,6,11,L,J.Shuster(41),428,76.0,5.38,1.5,9.1,1.2,4.4,5.1,1.15,J
514,131,Aug 28,True,CIN,"W,4-1",36,30,4,8,3,0,0,4,4,0,12,0,1,1,0,0,0,0,0.239,0.314,0.388,0.702,8,11,L,A.Abbott(41),1203,119.0,4.2,1.317,8.2,1.3,3.6,9.9,2.73,A
515,132,Aug 29,True,CIN,"W,6-1",32,31,6,7,3,0,1,4,1,0,7,0,0,0,1,1,0,0,0.239,0.314,0.388,0.702,2,9,L,B.Williamson(49),1201,103.0,4.63,1.282,8.5,1.4,3.0,7.5,2.51,B
516,133,Aug 30,True,CIN,"L,1-4",35,30,1,4,2,0,0,0,4,1,8,1,0,0,0,2,0,0,0.238,0.314,0.387,0.7,7,10,R,H.Greene(65),1202,96.0,4.25,1.42,8.9,1.5,3.9,12.2,3.17,H
517,134,Aug 31,False,SDP,"W,7-2",41,38,7,10,1,1,1,6,2,0,10,0,0,1,2,0,0,0,0.239,0.314,0.387,0.7,7,11,R,P.Avila(36),3442,132.0,3.67,1.351,7.7,0.5,4.5,9.7,2.16,P
518,135,Sep 1,False,SDP,"L,3-7",38,33,3,9,3,0,1,3,2,0,9,2,0,1,0,1,0,0,0.239,0.314,0.387,0.701,8,10,R,M.Wacha(56),3435,131.0,3.89,1.161,7.6,1.0,2.9,8.3,2.88,M
519,136,Sep 2,False,SDP,"L,1-6",39,33,1,5,1,0,0,1,5,0,12,1,0,0,0,0,0,0,0.238,0.313,0.386,0.699,11,10,L,B.Snell(70),3432,187.0,3.44,1.189,5.8,0.8,5.0,11.7,2.36,B
520,137,Sep 3,False,SDP,"L,0-4",35,31,0,4,1,0,0,0,3,0,9,1,0,0,0,0,0,0,0.237,0.313,0.384,0.697,8,11,R,S.Lugo(69),3433,118.0,3.83,1.203,8.6,1.2,2.2,8.6,3.89,S
521,138,Sep 4,False,CHC,"L,0-5",30,28,0,2,0,0,0,0,2,0,13,0,0,0,0,1,0,0,0.236,0.312,0.382,0.694,3,10,L,J.Steele(88),911,145.0,3.02,1.171,8.7,0.7,1.9,9.1,4.89,J
522,139,Sep 5,False,CHC,"L,8-11",42,39,8,12,4,0,4,8,3,0,8,0,0,0,1,1,0,0,0.237,0.312,0.385,0.697,7,14,R,K.Hendricks(41),914,119.0,3.81,1.204,9.1,0.9,1.8,6.1,3.44,K
523,140,Sep 6,False,CHC,"L,2-8",35,34,2,10,4,0,0,2,0,0,5,0,0,1,0,1,0,1,0.237,0.312,0.385,0.697,6,9,L,J.Wicks(49),923,101.0,4.7,1.269,8.6,1.3,2.9,6.2,2.18,J
524,141,Sep 8,True,COL,"W,9-8",40,35,9,13,2,0,4,9,3,0,8,2,0,0,0,1,0,0,0.238,0.313,0.388,0.701,7,12,L,T.Blach(40),1461,89.0,5.63,1.641,12.0,1.7,2.8,5.8,2.08,T
525,142,Sep 9,True,COL,"W,9-1",40,37,9,13,3,0,1,8,3,0,7,0,0,0,0,0,1,0,0.239,0.314,0.389,0.703,7,11,R,C.Anderson(25),1460,86.0,5.89,1.475,9.7,1.9,3.5,6.9,1.94,C
526,143,Sep 10,True,COL,"W,6-3",38,34,6,11,2,1,3,6,4,0,5,0,0,0,0,1,0,0,0.24,0.314,0.392,0.706,8,11,R,P.Lambert(27),1469,92.0,5.44,1.385,9.6,1.9,2.9,7.3,2.54,P
527,144,Sep 11,True,CLE,"W,5-4",42,38,5,12,1,0,1,5,4,0,4,0,0,0,0,0,2,0,0.24,0.315,0.392,0.707,11,12,R,G.Williams(48),1335,129.0,4.05,1.256,7.2,0.9,4.1,8.9,2.19,G
528,145,Sep 12,True,CLE,"L,1-3",35,30,1,6,1,0,1,1,4,0,3,1,0,0,0,3,0,0,0.24,0.315,0.391,0.706,7,9,R,C.Quantrill(57),1334,81.0,4.79,1.465,10.0,1.0,3.2,5.2,1.66,C
